file_name,entropy_of_text,macro_chr_count,macro_vocab_size,macro_arithmetic_operator_count,macro_token_count,macro_max_line_length,remote_template_present,numeric_cell_count,string_cell_count,avg_cell_length,label
fac014011c07df89dc855c1eb6007c209f5a97fadfd0ecec9258e5ec2ae8e93d.xlsx,5.3664104206633,0,697,25,697,174,20,30,3408,16.173938336242,1
43193c3513dc175db234df156acb6df5588bb2380f19eb1362069bbb0fe256d0.xlsx,3.85044025628862,0,505,554,505,61,17,408,37,19.2566510172144,1
f1f7fb9111ac69054e58533d6d4bc0033b5b2ada5ef654dbc153ca730759b1d1.xlsx,5.48614796747792,25,1439,1043,1439,242,10,110,1828,16.8725305738476,1
077aed2d422aa1b1e43bcec325e15027d6b8c44185b44432f5cfd3d16bbe247f.xlsx,5.48559132931395,25,1458,1059,1458,242,10,110,1833,16.9296435272045,1
841acce713ff714643f0c869bdc4b6b701e73a99c1db4ce904b811c7e0fa5a28.xlsx,5.56123291894217,0,12422,59952,12422,72,59,244,196150,30.354161893561,1
052d9f5cbf67f090cf8284b4cf4844c99d16bcf1032ba7aa2296be22aa0c7d2c.xlsx,5.11485892864904,0,230,41,230,714,8,50,160,13.9,1
b151939cdca75974fd96e6d19df314e10c55a76449784a531594c5602ce7bfa9.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
c5f56fa320f363b23fb9275ffa1a9aa8f9941adc13b72f7bd4a4ff91d87368c1.xlsx,5.93132997871985,0,6653,12748,6653,180,18,411,15311,15.7908663019972,1
dc30d6dd2e544780d93d6507be1ec2dd65d98b4393a17c218660e95b76b2f086.xlsx,5.40864260378425,3,12902,12051,12902,437,44,5917,21564,8.44227832818436,1
442dab31200aa94c1e53b396e8c5c356b2fad2385ebee26402507891dc7af5bb.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
47032a4d3a7b83937b79e648ad9b00db6af51aec688b7c1b0411dc7a3d19b14b.xlsx,5.25591134081667,2,3890,2650,3890,795,49,3426,1826,17.0619536297985,1
47702bfb537b7639ed9479aa190d761e5636cbaa1c270a6ae8b9124236bf7fb4.xlsx,4.97808141226927,1,198,40,198,92,8,0,179,15.1899441340782,1
3576c7491652236210183f0b6620586017fec98ca0d2628abd1aaa4c26791f56.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
2dbf7efb387c910b5feda8274d91a54b8e7e119a0357faf99c15005abbb70ad9.xlsx,4.69190312428821,4,503,466,503,88,9,232,700,17.5600858369098,1
dae199b58232f10c37899066f21296f146687d24ab8d4d845499ed82afcba035.xlsx,4.95353163645192,4,366,473,366,96,9,232,700,20.719957081545,1
2218e780328b45198dcfc2fc1dde3ae0d6a786c6b68f48dc96e878fa8cdc0a6b.xlsx,5.25838696360138,12,6229,64210,6229,263,24,1364,88546,8.79710881587508,1
99d4a552aaf9e824b7133931d94bd09f0da993a58f64d8608f44aba2e98e932d.xlsx,5.0687675712869,1,848,1356,848,102,8,0,1963,23.3963321446765,1
4f64451c2511e27839dfb9107563bd00b9d56c109aff4f9d9c25479a103ff7e6.xlsx,5.7858679602002,0,20,6,20,68,11,0,1,67.0,1
5a3d40b0b16f6c145b1247e734e9ee25d7e60c226c13e5cb9cd460b1d0957991.xlsx,4.96171741179235,0,221,168,221,108,9,0,525,32.5371428571428,1
1c580c34bd8723fea22ffa2380ffcf35ada0b52ff1450312b8c8997b6d99b9a4.xlsx,3.92757108769409,0,542,576,542,61,17,458,52,19.3111739745403,1
0b8f0407d4ab7ac51cf6a44a34adf220d57a4ed8059f885bd0ad24c20e47025a.xlsx,5.27670457713499,0,1481,1053,1481,51,9,2480,1993,9.62262463670914,1
b326ee834d3e9c27a5712b91bf28ac789ea8f715dfd17cca0cd6d0cc5ef18c9f.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
e66a1b32aac5a1de211080082af7f9a50d37358ed237e691df48c58cd557654e.xlsx,5.02388090172629,2,738,33,738,57,15,1340,812,7.17193308550185,1
2891b33ae2cfd18482dac39858fcd82928231b013894877fbc8eef959e65eb6d.xlsx,3.6681474645918,0,24,24,24,19,9,11,14,8.62162162162162,1
183f2419357b3a35b936d5fb2f5b38381fa5ad0612742e42541b8a0dde651e60.xlsx,5.19078896994156,0,618,503,618,51,17,641,655,8.95524691358024,1
ce15affe807a8037ca449b9e3fc186580c009c55b3ed944d3fa0c1f8173c5ecb.xlsx,4.79884634094199,0,208,6,208,70,8,384,524,9.93942731277533,1
d16d3469c3248ea19ebec0c7800423e2121f8edebb33dedb16c9c0565e02acff.xlsx,5.36320563606076,2,652,413,652,50,16,559,581,10.8833333333333,1
943c3e351efdfd7b6d3fe502a2ef776fc8bbcbe458d1a3c9393a2dae32dd441c.xlsx,5.2868286304344,2,3874,2720,3874,795,49,3416,1853,17.4472437961735,1
ff07908a590dec7673c510ec4d0043d8825a54039e35b7c28c299f95c55336c3.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
3122e46802fdd1d353960c89b9d2679e5c818d5cf027dff747acd0d0c2aea7b6.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
30a94c083297108c23ab7f3d5912e4b7e2ba7602b9d690048ddb5a0bb3644aec.xlsx,5.08068935478729,0,165,3,165,30,7,88,191,8.23297491039426,1
591940ca336ef7709d0dc6dbfe99e36acc7741456973f7d3fdfb98632d6c6ce4.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
76a9b55ca756ae574a90394bd66f3aa9bda5a18e809b4d640e1d11546f25928d.xlsx,5.29882437442384,2,3895,2912,3895,795,49,3494,1998,17.0956015994183,1
d04071406e92f6e8cbfb6de5021454bab51cfab3551e8b9627ede9e5d8dcf4b2.xlsx,8.31085452461694,0,730,53,730,128,9,4,267,26.4280442804428,1
32ae4c88e0c7aa4c55eeea43cc3df1913a2a940ec97051978f77078805d4f1c9.xlsx,5.07831944371255,1,1086,97,1086,77,8,0,1564,19.7071611253196,1
0e14962ba9029368307af1d906a0e2dbf2b5a2e287e99d3df50c478e4fe2c313.xlsx,4.70742944471569,7,1401,108,1401,72,8,7657,38292,17.4948747524429,1
a80afe1128eb4321e48bc5db0d1cd757f0f28b001601f7e5fe56e9f1f9d759be.xlsx,5.04861383521172,0,848,4809,848,161,8,2241,8971,25.0978415982875,1
33aa33ff10c96789f7558c44aff43e34b9d23ab8f8b1248e46a77673ecb5758d.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
b85bc30a316ee392563b1139f0f6a99430c0f50e83028824fc890215e62a05cf.xlsx,5.08027922537898,2,1092,99,1092,77,8,0,1576,19.6744923857868,1
b7626aba05386055ea2b7ab1f427b6610a27d307c99fa95bf5f3b3ee3b8eeb40.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
d7f35b334674941dbcb4f14f349d754a9a6ce691263cb61037d58568c44f2358.xlsx,4.44982960987134,0,20696,3386,20696,157,48,22622,1270,19.9958885518122,1
39fe9e87b9c5b0dc38342083c826c1b4b41905e827b426c103f021e87c73d02e.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
2b7f57676e5ca57765272dba44c4ebad3b4b0cc9db7904d6009aa78e2ff08adc.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
6ac9a3c7813e32b9e716cf8bccbc08d95c9e929df3984b0ea9f019897df24fa6.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
1e06476203502d3373740d2f0f8ffdc8977fdc35a531ea7c00b67ca43bfb54de.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
1db27ba068c8cb6b78d9f97e9f3263dbac5449785b3531a19725ceaa291b2395.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
ff7eab60677d54572eecafca54c450d04aa49462ec7f71f44f0af67268ae8312.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
b6daa340200ee967ef4a7c2a2378014c978aa553ca4d6aa5cb6317ed049378b7.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
8ebe8eb8a76c087c8e2313c6525c5743f00e4da4890bf754060ac0e4986d6a79.xlsx,4.56313412523317,1,7256,478,7256,121,16,5455,3165,11.0821345707656,1
56400378f785b93c058c503ea504962fc9b4744814048c3b9967dee2fedca9fb.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
aaceb007e5336973b063d8c22ba4ca8d6dbd9f689b029f3962d2f627c36dcfeb.xlsx,5.23669465627586,0,201,31,201,114,13,9,77,32.7586206896551,1
83b4bcceb36466cc1d0a04bce938821d5990f4ea338ab0e4c2fd3e19df35e501.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
8fe0f4dbaa8421f60a885e86031a02f2a6184aca4091768aa0ceea50ba920b30.xlsx,5.33210401744295,0,4050,2916,4050,1101,66,3494,2025,17.311448724905,1
70bb2c7d9dc6208d1e30d22036e3aa4871a4bc10591fcada50f387f1862999fa.xlsx,4.0848060707794,0,46,0,46,18,12,20,14,7.8235294117647,1
b4bc61176268ed3ba50d2a4d991fba41563bcfa7355584fcd604c26f95f8b0ad.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
803f85ff16679b78ef373bc5ad30723c82c2902f1958a53ec5cffafeee4d4b2e.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
a3773c187cb9358c2cfc2eb616564e98a07dcccdc11d5fa2276784bc95a8b5ff.xlsx,0.0,0,0,0,0,0,7,0,0,0.0,1
7031a499f61cbbf61745dcf55940a0b3e49cc136b232b3195699435e66428a60.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
5b6787d5068199e43006b0918523a3685d9962f5c0a75113656051b3aa74b360.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
17c6c687947cb27297017896ba777079cddda211987af2946c7838d00941a404.xlsx,5.15758182587921,0,620,376,620,1442,14,0,80,266.1125,1
81c0b307cfba7e7c8799379111bffa27cc986aaba44a69709f06918d828e257d.xlsx,5.34579882374627,0,3405,2384,3405,1101,43,2810,1708,16.9602297834732,1
c39f91a8977ba402a6aa138a95855e72180c93b417531f9f2de740f306489c02.xlsx,5.44952488546437,0,226,55,226,55,21,74,128,9.88118811881188,1
48821e8755b519b24817cbff43eefd4e2cf0caee0bc5318e3475a3f28ccc8d1a.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
ed8756eaa9c6158b5fa2b5d54e873ef06c8642f911d42ee6bf812fb2043553f1.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
bf3a34857860559f5b6ad2c8b12b3a51140b62f2d36c1ece4dd6d118677cfff7.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
713af9510c2b080774d1af7ffaec3750729062852928974dbaacd3bf5c2e6476.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
bc7cae6ebd0b3c7a2f69b35bc954efb17393528d4420c9d103d2fa362d225b15.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
b3d154f28e1768e57b3af885720e979f51fcdd5a3d5800149f28483e6ca389e5.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
ff22fe1a0b00c97e42a906cae867805c22d9962dde59091c163e83e6151f8532.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
d9985d9bcbfe865b31b249beb7fa4bc5fcc55d52965aa5fc85678e2d0b99b6b2.xlsx,5.36746600195411,0,434,55,434,61,8,174,517,8.62662807525325,1
8049b09dfbe6bfe4b63c78017635dca57be445fb9a450d3b7e140e498fc29ceb.xlsx,4.06630902530921,0,20,0,20,64,8,0,19,61.0526315789473,1
964d3cd4d757a90b0609020caafb91f919226963594b6a8282b784d4f5f5ba40.xlsx,5.26889234279363,4,3498,3615,3498,75,9,3389,13874,9.79065052424259,1
b54f5d7ea99a77651b650f8f7807cf4107d2a58540bc726c63e6244551e96df4.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
8a663ef5a0b6132c3697c7be4979866719bc1fc2352c7f86413ae13bc56880df.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
9b6d0699a4e9d9a14ffab853ab15c876b80e885c2968eb867a9b526dd2345ed5.xlsx,4.96472388661512,0,210,195,210,72,8,55,221,10.7094801223241,1
cee54a54ce0027bb01e430d3607f87b35fc1b7e9c3be6a4f8faffee946bfb27e.xlsx,5.12681882198499,0,21020,1432,21020,898,31,554,19296,79.8985729099797,1
160b32b78681994ebfb47a8fb97b56d951707f876a42b6d968908b9b48a147a6.xlsx,5.18807041219099,0,77,7,77,24,9,4,85,7.67415730337078,1
0cd79644d122f501368782312215b5a765cdd9ae1287d99aed07f40ef3bece77.xlsx,4.73725444701863,0,99,5,99,27,10,0,57,16.2105263157894,1
3babf9f9c5a1f30b147ea236f619a9f93e640489546d33f007acf2a4c3c887e9.xlsx,4.91805465643311,0,2734,532,2734,100,11,0,7525,20.7743521594684,1
5e2f12ec578ace38e74d270e094a2855c77d98ce422be035cd8455cc7c021dbb.xlsx,4.0608577640593,0,210,38,210,32,5,398,74,4.07627118644067,1
b11e6926034ac7a3a40a4e3b34a1452c5d799138ce314b9914a30817fe1a983f.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
d3bdac1a4d756ab5efb9022451d86ff588c9b1e20208d129e126280d42484a34.xlsx,5.07360615538188,0,13,0,13,73,8,0,1,73.0,1
678bd3ebd373023271d962c53d7e4bcc0060c33c5429cfcac39d1d67d363abd8.xlsx,5.10621724509495,0,17,1,17,19,86,4,6,16.3,1
9adddf2e687bd50ea587660eb5cdfe23ba6993da5202608d03b78c68d2ca3b30.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
1805fadbb2dec763a89e6ac89aec5e0bba6421ba4921ca2a89fb993216df3e05.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
8c5874b636263ec19195e02fa5bbbb2255e89398fb32a82e0300ce9fbe55adb4.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
13521e04fdf1b9ac28e6a3c0626c14a8bda50965da95337b37d28ec94fa47ed1.xlsx,5.53526504232474,0,128,28,128,72,10,11,55,20.5820895522388,1
f8cdd7261455c2df521aa36428aa224d4d0318e380569430edd8072eb891b957.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
a69d82c86bcd2114f31f89426bb3df557016e25097998d450ad8a99222a459a2.xlsx,5.53263742337579,0,132,40,132,19,9,21,98,7.93277310924369,1
ad208fe787c74f455a317a5050c3462c8236ed6e3c58f9c6082147ca09902335.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
6ff7911f326040812c14050a065e77845c98ac2116dd053be23c0cf085f551d7.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
da37c1a83b8ccf9ca09c04b75406f57395928314594520fcc2696e493ab27db9.xlsx,5.10554828635164,0,14306,17944,14306,781,23,6241,11999,14.2541571568307,1
2ba17d76139e825d72b295cb5c59fad65838814e8ab52c63fcaa2fdbc85f22e6.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
88a7d32830a0a2e9a971fd47daacbe9f1c6fe85e5062c92adb6899cdb420103b.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
f12a9220246114b76d86519b74bfb90ae0974f8479457f318914128ce3df4290.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
86c2f6414c07e6d3d8ae6390ebac342d881dc0e6307989d3050be1f4108e41d1.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
843d198b843a4b30b073ffd2b7a018f215dc6d1378ae98cc0d4b2d1b9536fc63.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
ba90c3c617315896df9fca8adfe8ecc57cb8a513af2b7e2941a421e136d7520d.xlsx,4.77788163405279,0,8972,7384,8972,135,91,5302,6916,9.53967604712042,1
66db4f35414c834c5f144a668c804e75149ed55d81dcae4a02494a817332f4f3.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
ec931494834c3ba43ce8bd08f7d8caab6648dd832ee1d2973ee3a746c71d1a9a.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
a5ddab9e9023f8066e0e91bcb0e2b78df9e652ceaaaa811c0744de921c816e7b.xlsx,4.94444831261525,9,600,1717,600,96,8,844,2536,20.6636094674556,1
359e7a1f01c94fa4fff6d1304a8ba77a8404727f244e1d91fe8f1087a7ac6154.xlsx,4.71703704688188,9,808,1665,808,97,8,830,2494,17.4795427196149,1
c8fadc195b61d8ddc998c45be52e98400d55008e6b45dda1db0d29da7a85f9c6.xlsx,5.23078958307118,49,1722,60292,1722,223,158,4071,25072,89.0363037436091,1
12e3f4ae68ce542c909a7a29316e358371dcb44fd2d3cb2ab9a20868c5eac0a9.xlsx,5.23796073576134,2,3974,2503,3974,819,64,3438,1852,17.0826415094339,1
0abe4ea03c80cb87f9eeb0765cc1dbc942fcadac440cfc3ae1ac5d60ec308995.xlsx,5.53526504232474,0,128,28,128,72,10,11,55,20.5820895522388,1
21924f0b0749978c79cd02e5c0d01dfffe0b5bc47a520b2b0b5aa646cb546e65.xlsx,4.88596421789482,27,2104,301,2104,47,9,0,4100,10.3614634146341,1
740df49039e7da1aa4628d06ee261bc607ba73d7494561d20ffe8666d72ed73b.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
ae2e7cc6644fbc8e27d85b4e48b92333644c73acd07bc171e68b336004da1d7a.xlsx,5.169993624525,2,4100,2298,4100,819,64,3627,1768,16.1756106587712,1
1140bd43933277d7629fc5882b978a2ecc62a705e2ad786c5af661e845a3718c.xlsx,5.41379327629173,0,684,750,684,78,10,234,950,12.9704391891891,1
03ef27430710dd7a3bd20403bfb82d2737e1f168f87261832be690a167250e92.xlsx,5.60076987309521,0,645,271,645,62,11,182,418,10.58,1
fa9abf218cb87f009e766144d05b2e0c32e06729ff8feab06a6ee47690b862fd.xlsx,5.51807277821376,0,746,340,746,69,11,286,472,8.96701846965699,1
8168f6d79d5162697bfc4cd9f2afa8d08119f01af170cb44979d03d858020da1.xlsx,5.56328814574045,0,336,117,336,49,11,83,201,9.83098591549295,1
6aab957c6455a97443da163bb9cecc395c2238b264700e4333e42d36b7e0f2f7.xlsx,5.34703790874998,1,1663,543,1663,95,11,887,926,7.52785438499724,1
550fedbf62531543f50b9cf996a7518993ade82b9dcc1457e4d02ebb952238d2.xlsx,4.91562404022118,9,602,1717,602,96,9,844,3381,17.5308875739644,1
1273de7eac12d8c89ac387d908c322dcd1dcdafbf0df63630b929897c1d2d914.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
716f031d6df4bc08cc13347decbefa0fcab4c5fa52a3cb27678af2c372b8b403.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
19c825e3348a7b74f041f1143d3cc3066635df04d452bdf715593fa3851b38c8.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
7972e32b0c11dc74b66704cef5a24fce46b12c0d2165fc55bde906e931373da9.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
3887c3739d6413c1d0b3fb9f17e88a2456671272687a42ae35dfa710cd2a9ab4.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
6b85cb31821da1c8ed89ef1e6ffe109fde5dbc17d831d5a09b2f780d8e0574c7.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
7dbe5f108b59263c9036f16b472ba3c224e12b8fa49343fec15ac4a4066f0622.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
3544b8e2da4fa50c613219b6bde107fefd74ed7200fbcec72c7e3fa9528bb616.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
0ccd7413f35b96014ff9816b87107c714a5ef679529e8ecc452ec8cf2e6a511a.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
b39d081f524ff0eb4ca7ee63e77d953baa78c58401ce4f0af3d4b8f49549edfd.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
ea9dc74b741933b3bc28fcc737a01bfb4463e85915fdcbda1df447462dacb158.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
bbb7177a938878e5f120099ed584446004d567ce8f1dd32b905496535bec8d61.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
fed7d1e40c6124244efeda7127257a506786baaa44dc46043614daa15122aca0.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
bf36628fcfa6a7846b51b5ab91d135294568025566ab16aa59ce757af0b29833.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
23f4bc035558da80620c5a07228cf04c59472f81e67cb28b0ac1c458dd42ffdc.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
264d07b87e63275b70b60deb53a00314edebcc29520e4dc6802f439b7ff4f78c.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
6b759087a354bdfb16839cd0a7934b35707e44764d0a1107771264f0e00c855f.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
216cd080a5bc3191e3237c0a7fa6f7a712c8a840653b860ad0b037e65875c784.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
2f5ca22d48e290ee5396564aa567423147833db95bcf7cf90b95d5915a1cbfe2.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
c637a8ffe5820b1dc034858171753fba9dba6a1bef1413443c6a878971419e87.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
bd8c9ae3215333881f06b32aa9f8ffcadd9dab082cd0be8f95d25de59d467084.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
1f152aca7ccc6b207e111bd8dcae7986b0678bf2a18aa827b521ca9d68dea931.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
337beb9377f7f3fc41c3f7066cdc89d8ce3284be6acce60ca6224b0f547d8a09.xlsx,5.26322680676812,0,301,28,301,89,8,36,137,15.7514450867052,1
c2ce4be88808ef572b659f6a4ccb26974dd3bb1981fcf27b3d82adf900599272.xlsx,4.79272925780133,60,1378,1512,1378,115,19,0,141192,32.5380758116607,1
9baf20e4fa785975b10bdd4fbfed155e40550f48e4ce45dc1179f9541ae0cb2a.xlsx,4.53667627172912,48,1912,540,1912,88,19,0,91872,35.986579153605,1
afab5ded6f523d6f47110d982fde93b0724c7745906bd698fa4ea08061ecf3d0.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
0c1b18a8b3f56fc02b245168b55972936a72ffd2dd1746e92b6a35cc25d9a713.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
2d5c95525813d0f2cab5b7b6f3b6a7fe7f67fcfcd25e0f62846c97b9d515889f.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
51cc209a832665364ac62dd8f29364feb3971cb04cb32d36d26f0129de70b9fc.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
8114b50ad817db311eaeddc12d3969e3568c2f79235866db432bc0aef727e87e.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
45386816654e229126f004100621360ea2501c4b71eab09bddfd97785b3c42e2.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
95604009d773dc1738f9e7b3b6ad323f7953cf8474ad5165f1138500b78497cd.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
7ca4d9de64cf17713cb9142f86124b10546874df123fe66fb10735bf4746c64e.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
c3279fd7ad2753e3cd62c08a19fd4eef271610ce3000324f3edbea927d26fc6a.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
f69867080a0259c1d454fb4dbeb830718634b15afe7da9e4939ce5aef6ceee05.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
b3cc26ceb4bc938eeeda72f794a74ad7c3e2fd129f1bdd42a34c32639b22ff43.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
2766eeb9422ef9dccc1f208e7cbb807c57decae2b08d82995aaf897a67583c94.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
fdd119239aec05e43b560b3aaf43d683e0e81085520feebacb724db64bba8367.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
ed7b525ff2b5d6c2a63878a1d7594b12025f3d7525898adb3c02cb958df09be7.xlsx,5.27134369992503,7,3316,3400,3316,75,9,2373,12930,9.81794419394889,1
ac2b71feb7ea727d9218a559dc32fc2d9575a3b60da8246c1cd57c0ec1b08366.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
2591ca80fe0bd5e0821bf1c8e6cf787f7e1df8ea302bc98669ec3d47ca2f2957.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
5eb1e6f43544754730cc16fbb4c726a533face04caeb4548724d15e5ba3e0f0c.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
09d1feda6bd23d1b740608abc644057277009f10d4cf0cd8e7937bd00cce48ad.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
aea5c19d9b457ac0e7719674abb2a60343dc5720353fb8e907dd928f083a2887.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
d92aa9a6c2ee695e3021384951c2db137690d2d6a94fa54a8f835b2e6d344481.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
5925c92ef4ba57b063d7aa18f4f5ae9a6911bbd33e0036313da91d6652c5f664.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
c6fcc60840e4383a801f17cd740b846234f184384c99c310f62a410973cdd143.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
dfdc0f65c950ba3a1133f95b107f6b34ff9ae93b2e6fbe3b6c0fa6aa777e26b3.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
d58984a975031f80a6a050b95f84bc137f0e59bf22183bcef372c5745ed1d8cb.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
577919e64f1bf1a4be4bac112cadb63ed1442d10cf23e9710c1617edfe41e53b.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
9300c3b65a4a802133d47287869539c549d7ec85ee7ae5e58a8558fea04e3db2.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
16663b57e182a8f945a9aa5f70627b4ffbd6369784c5744eff304ecacc40fb7f.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
4d267e6b0a72e974ba72624255be5e18403ab2ba341f3e2c407e4be207244f17.xlsx,4.87408253685921,29,2379,346,2379,47,9,0,4839,10.4660053730109,1
704f66686e2fda51275fca12b416d9dfd3e4aadd1319d25a053e815e77fbfd49.xlsx,0.0,0,0,0,0,0,9,0,0,0.0,1
486f53f40aca1f3a4b21deee9ba1af8f863d281f2977e7d99211b4098015ed4b.xlsx,3.98063222319009,0,13,0,13,76,11,0,1,76.0,1
39aed1f4767684bacb251ed07618c5b80e33d4e8f297328bbe141eccf3ebf17a.xlsx,4.57486535920353,0,10,0,10,14,15,0,9,7.66666666666666,1
6223cb890127021658ea49888ad1874814142dafaf74b0dcd581be3b1bba0c5c.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
de79faff1e1f93320ec5e44a7dab235d99c55454da2fe7ff04587ab8200bc865.xlsx,5.13253485843779,0,1197,480,1197,48,14,699,940,5.88468578401464,1
7f540cecb4e67e8b9fe0374fd17211d3283bd2bf002fcf23a56655981b1b0339.xlsx,5.29306262797808,2,3787,2603,3787,795,64,3261,1803,17.6428289992119,1
77b18778c6708fa36be4d1cbcbe560e0824edfd09277c721d4d76b080bbb976d.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
12018c2af0600fc1f1a75842a1d4f7777001fadb65f93125e479ec9b949e1773.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
1de8b971a9da9dcf3c8103699b10632674272d3a23e477b1b20f795fe1bf5bae.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
948d7fbcbd463c95fc5aa552b6c001f7b91f723ea56343f578631101ea0b9d59.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
2f28d047df0a95501b1df736b88eaee22e0be64eb84ef50a4b9f82a413363ce4.xlsx,0.0,0,0,0,0,0,8,0,0,0.0,1
