sender_ip,urls,suspicious_words,label
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,[],[],0
,"['http://www.newsisfree.com/click/-0,8357895,215/']",['click'],0
194.125.145.45,"['http://www.mini-itx.com/projects/humidor64/', 'http://www.linux.ie/mailman/listinfo/ilug']",[],0
216.136.171.252,"['http://www.CounterMoon.com', 'http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
,"['http://www.joelonsoftware.com/news/20021002.html', 'http://www.joelonsoftware.com/pictures/fbsetup.jpg']",[],0
,"['http://www.newsisfree.com/click/215,10,215/']",['click'],0
64.28.67.73,"['http://use.perl.org/article.pl?sid=02/08/29/193225', 'http://use.perl.org/comments.pl?sid=02/08/29/193225', 'http://developer.apple.com/internet/macosx/perl.html', 'http://use.perl.org/my/messages/']",[],0
,['http://www.askbjoernhansen.com/archives/2002/09/24.html'],[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,"['http://spineless.org/~mod/pix/octoberMoon.jpg', 'http://Golux.Com/coar/', 'http://Apache-Server.Com/']",[],0
64.131.126.36,"['http://www.chyp.com', 'http://www.digitaltransactionsforum.com/', 'http://www.ibuc.com/>', 'http://tb.tf/mailman/listinfo/irregulars']",[],0
64.161.22.236,"['http://messenger.msn.com', 'http://xent.com/mailman/listinfo/fork']",[],0
193.172.5.4,"['http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
216.136.171.252,"['http://www.paulgraham.com/spam.html', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
,['http://www.aaronsw.com/weblog/000622'],[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-workers'],[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],[],0
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],0
66.187.233.211,"['http://www.DeepEddy.Com/~cwg/', 'http://www.virCIO.Com']",[],0
64.161.22.236,['http://www.cnn.com/2002/LAW/09/23/oregon.assisted.suicide/'],[],0
,"['http://boingboing.net/#85524618', 'http://www.craphound.com/images/timmyerrorsmall.jpg]', 'http://www.craphound.com/images/timmyerrorbig.jpg', 'http://www.quicktopic.com/boing/H/W4evyQiUY2xsb']",[],0
,['http://www.python.org/~guido/)'],[],0
66.187.233.211,"['https://listman.redhat.com/mailman/listinfo/exmh-users', 'https://listman.redhat.com/mailman/listinfo/exmh-users']",[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-workers'],['click'],0
,"['http://boingboing.net/#85490092', 'http://www.vocera.com/news/press9.shtm', 'http://www.quicktopic.com/boing/H/F4SLvqGh6XW', 'http://brian.carnell.com']",[],0
64.161.22.236,[],[],0
216.136.171.252,"['http://www.hughes-family.org/bugzilla/show_bug.cgi?id=1049', 'http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
,"['http://boingboing.net/#85515860', 'http://www.oreillynet.com/pub/wlg/1414', 'http://www.oreillynet.com/pub/wlg/2086', 'http://www.quicktopic.com/boing/H/bfYib9hETQSA']",[],0
,"['http://www.newsisfree.com/click/-3,8251867,1440/']",['click'],0
216.136.171.252,"['http://www.stearns.org', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
193.172.5.4,"['http://svcs.affero.net/rm.php?r=jkeating', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
64.161.22.236,"['http://news.bbc.co.uk/1/low/england/2276467.stm', 'http://pobox.com/~gordo/']",[],0
,"['http://www.newsisfree.com/click/-1,8404724,1717/']",['click'],0
216.136.171.252,"['http,', 'http://belps.freewebsites.com/', 'http://www.sec.gov/litigation/admin/33-8113.htm', 'http://www.jabber.com/osdn/xim', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
64.161.22.236,['http://www.netli.com/careers/index.htm'],[],0
,"['http://www.newsisfree.com/click/-3,8719499,1440/']",['click'],0
,"['http://boingboing.net/#85535421', 'http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=1566539449&rd=1', 'http://www.quicktopic.com/16/H/wUzqZdX42Az']",[],0
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],0
66.92.69.221,[],[],0
193.172.5.4,"['http://davedina.apestaart.org/', 'http://urgent.rug.ac.be/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",['urgent'],0
64.161.22.236,"['http://www.picotech.com/applications/colossus.html', 'http://www.ben4prez.org', 'http://people.qualcomm.com/ggr/', 'http://www.ibuc.com/>']",[],0
64.161.22.236,"['http://www.auracom.com/~teledyn', 'http://teledyn.com/']",[],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],0
64.161.22.236,['http://www.teledyn.com'],[],0
64.161.22.236,['http://oposite.stsci.edu/pubinfo/pr/2002/21/'],[],0
64.161.22.236,"['http://xent.com/mailman/listinfo/fork', 'http://www.ibuc.com/>', 'http://www.ibuc.com/>', 'http://xent.com/mailman/listinfo/fork']",[],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],['verify'],0
206.191.151.2,[],[],0
64.161.22.236,[],[],0
,"['http://www.newsisfree.com/click/-2,8655714,215/']",['click'],0
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],0
,"['http://www.newsisfree.com/click/-2,8655712,215/']",['click'],0
,"['http://boingboing.net/#85519806', 'http://www.bradnewsham.com/articles/why_so_hard.shtml', 'http://www.quicktopic.com/boing/H/eXFeCJHgnP4', 'http://www.bradnewsham.com/articles/why_so_hard.shtml']",[],0
,[],[],0
64.161.22.236,[],[],0
,"['http://www.aaronsw.com/weblog/000641', 'http://www.marketplace.org/', 'http://www.nytimes.com/2002/10/07/business/media/07ARGU.html', 'http://www.msnbc.com/news/817175.asp']",[],0
64.161.22.236,"['http://backstage.musicchoice.com/songid/channels/soundsoftheseasons.asp', 'http://backstage.musicchoice.com/songid/channels/rap.asp', 'http://backstage.musicchoice.com/songid/channels/opera.asp']",[],0
,"['http://www.newsisfree.com/click/-3,8688972,215/']",['click'],0
216.103.211.240,[],[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],[],0
216.136.171.252,"['http://people.freebsd.org/~cjc/', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
,"['http://www.newsisfree.com/click/-1,8640496,1440/']",['click'],0
64.161.22.236,[],[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
,"['http://scriptingnews.userland.com/backissues/2002/09/24#When:5:47:50PM', 'http://www.dotcomscoop.com/article.php?sid=366']",[],0
66.218.66.108,"['http://us.click.yahoo.com/J2SnNA/y.lEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
193.172.5.4,"['http://ftp.falsehope.com/home/tengel/netatalk/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
64.161.22.236,"['http://www.wired.com/news/mac/0,2125,55395,00.html', 'http://arstechnica.com/reviews/02q3/macosx-10.2/macosx-10.2-5.html']",[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,['http://www.teledyn.com'],[],0
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],0
64.161.22.236,[],[],0
193.172.5.4,"['http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://apt.freshrpms.net', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
193.172.5.4,"['http://freshrpms.net/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,['http://www.teledyn.com'],[],0
64.161.22.236,['http://mobile.msn.com'],[],0
64.161.22.236,[],[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
64.161.22.236,[],[],0
,"['http://boingboing.net/#85513638', 'http://www.yale.edu/lawweb/avalon/avalon.htm', 'http://www.quicktopic.com/boing/H/bYTBfpCnesw']",[],0
64.161.22.236,"['http://www.fcc.gov/Speeches/Powell/2001/spmkp101.html', 'http://www.intel.com/pressroom/archive/speeches/cb20010320.htm', 'http://www.newyorker.com/printable/?fact/021007fa_fact', 'http://endeavors.com']",['bank'],0
205.206.231.26,[],[],0
,"['http://boingboing.net/#85481649', 'http://www.javawalk.com/javawalk.html', 'http://www.quicktopic.com/boing/H/hgG7TyTTrKj']",[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],[],0
,"['http://www.newsisfree.com/click/-3,8015195,1440/']",['click'],0
,[],[],0
193.172.5.4,"['http://freshrpms.net/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
216.136.171.252,"['http://cfortune.kics.bc.ca/', 'http://www.developwithamd.com/developerlab', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
64.28.67.73,"['http://use.perl.org/article.pl?sid=02/09/10/1225228', 'http://use.perl.org/comments.pl?sid=02/09/10/1225228', 'http://www.dyndns.org/', 'http://www.dyndns.org/news/2002/perl-dns.php', 'https://members.dyndns.org/policy.shtml', 'https://members.dyndns.org/nic/perl', 'http://use.perl.org/my/messages/']",[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],[],0
64.161.22.236,['http://www.mithral.com/~beberg/'],[],0
64.161.22.236,['http://www.iamcal.com/software/ami/'],['login'],0
64.161.22.236,[],[],0
64.161.22.236,['http://www.cs.utk.edu/~mclennan/anon-ftp/Elegance.html'],[],0
193.120.211.219,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-commits']",[],0
,[],[],0
,['http://www.askbjoernhansen.com/archives/2002/09/12.html'],[],0
,"['http://scriptingnews.userland.com/backissues/2002/09/25#When:5:36:11AM', 'http://www.diaries.com/ShareMe/2002/09/24']",[],0
64.161.22.236,[],[],0
,"['http://boingboing.net/#85531557', 'http://www.latimes.com/business/la-fi-disney6oct06,0,1287712.story?coll=la%2Dheadlines%2Dbusiness%2Dmanual', 'http://www.quicktopic.com/boing/H/iewxPJy39cF7']",[],0
64.161.22.236,['http://www.mithral.com/~beberg/'],[],0
64.161.22.236,['http://www.ibuc.com/>'],[],0
193.120.211.219,"['http://www.pcworld.com/news/article/0,aid,102881,00.asp']",[],0
64.28.67.73,"['http://use.perl.org/article.pl?sid=02/08/26/1154225', 'http://use.perl.org/article.pl?sid=02/08/26/1154225', 'http://use.perl.org/comments.pl?sid=02/08/26/1154225', 'http://use.perl.org/article.pl?sid=02/08/26/1845224', 'http://use.perl.org/comments.pl?sid=02/08/26/1845224', 'http://interviews.slashdot.org/article.pl?sid=02/08/25/236217&tid=145', 'http://use.perl.org/my/messages/']",[],0
66.187.233.211,"['https://listman.redhat.com/mailman/listinfo/exmh-users', 'https://listman.redhat.com/mailman/listinfo/exmh-users']",[],0
64.161.22.236,[],[],0
193.120.211.219,[],[],0
216.136.171.252,"['http://www.hughes-family.org/bugzilla/show_bug.cgi?id=1006', 'http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
,"['http://boingboing.net/#85528842', 'http://www.craphound.com/images/bluelady.jpg]', 'http://together.net/~rjstan/rose1.html', 'http://www.quicktopic.com/boing/H/tCar7pZ5ypi']",[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
216.136.171.252,"['http://www.sapros.com/smrazor/', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
193.172.5.4,"['http://www1.tcnet.ne.jp/fmurata/linux/down/)', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
64.161.22.236,['http://www.salon.com/mwt/feature/2002/09/11/forbidden_letters/index.html'],[],0
64.161.22.236,[],[],0
,[],[],0
64.161.22.236,['http://www.chiark.greenend.org.uk/~sgtatham/putty/download.html'],[],0
,[],[],0
,"['http://diveintomark.org/archives/2002/10/02.html#switcher', 'http://groups.yahoo.com/group/RSS2-Support/message/110']",[],0
66.218.66.74,"['http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
64.161.22.236,"['http://www.wired.com/news/print/0,1294,53928,00.html)', 'http://www.legrandsaut.org/site_en/']",[],0
,['http://www.python.org/~guido/)'],[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
64.161.22.236,['http://www.mithral.com/~beberg/'],[],0
64.161.22.236,['http://mobile.msn.com'],[],0
,"['http://diveintomark.org/archives/2002/10/01.html#i_mean_why_not', 'http://www.whygodwhy.com/archive/000071.html']",[],0
64.161.22.236,['http://www.pimprig.com/sections.php?op=viewarticle&artid=72&page=2'],[],0
64.161.22.236,[],[],0
66.218.66.80,"['http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
64.161.22.236,['http://www.teledyn.com'],[],0
167.160.213.139,[],[],0
64.161.22.236,['http://www.quinion.com/words/qa/qa-shi2.htm]'],[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
,"['http://www.newsisfree.com/click/-1,8622122,215/']",['click'],0
64.161.22.236,[],"['bank', 'click']",0
,"['http://mail.python.org/mailman/listinfo/python-list>,', 'http://mail.python.org/mailman/listinfo/python-list>,', 'http://mail.python.org/pipermail/python-list/>', 'http://www.standardlife.com/', ""http0:python'"", ""http1:remove'"", ""http>1:jpg'"", ""http>1:gif'"", ""http0:python'"", 'http://']",[],0
64.161.22.236,[],['password'],0
64.161.22.236,[],[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
64.161.22.236,['http://endeavors.com'],[],0
64.161.22.236,['http://www.phc.mpr.org/posthost/index.shtml'],[],0
64.161.22.236,"['http://www.timesonline.co.uk/printFriendly/0,,1-43-351083,00.html', 'http://xent.com/mailman/listinfo/fork', 'http://xent.com/mailman/listinfo/fork']",[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,[],[],0
,"['http://boingboing.net/#85537496', 'http://www.alertnet.org/thenews/newsdesk/N07347915', 'http://www.quicktopic.com/boing/H/THKNJnrnHdDd']",[],0
64.161.22.236,[],[],0
64.161.22.236,['http://www.hotmail.com'],[],0
,"['http://www.newsisfree.com/click/-0,8613670,159/']",['click'],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,['http://www.sarvega.com.'],[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-commits']",[],0
64.161.22.236,['http://www.linksys.com/Products/product.asp?grid=23&prid=173'],[],0
64.161.22.236,[],[],0
,"['http://www.newsisfree.com/click/-0,8613677,159/']",['click'],0
64.161.22.236,[],[],0
64.161.22.236,[],[],0
66.187.233.211,"['http://www.DeepEddy.Com/~cwg/', 'http://www.virCIO.Com']",[],0
64.161.22.236,['http://www.english.upenn.edu/~afilreis/50s/schleslib.html'],[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
193.172.5.4,"['http://freehackers.org/kvim/screenshots.html', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
66.218.66.79,"['http://www.nobel.se', 'http://us.click.yahoo.com/J2SnNA/y.lEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']","['bank', 'click']",0
193.172.5.4,"['http://geek.j2solutions.net/rpms/k3b/', 'http://svcs.affero.net/rm.php?r=jkeating', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,[],[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
,"['http://boingboing.net/#85534328', 'http://www.neimanmarcus.com/store/sitelets/christmasbook2002/fc.htm?navAction=jump&promo=home2', 'http://www.quicktopic.com/boing/H/sWabFeGyB5u4C']",[],0
64.131.126.36,"['http://www.digitalidforum.com', 'http://www.consult.hyperion.co.uk/digid3.html', 'http://tb.tf/mailman/listinfo/irregulars']",[],0
64.161.22.236,['http://www.teledyn.com'],[],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
194.125.145.45,"['http://enigmail.mozdev.org', 'http://www.linux.ie/mailman/listinfo/ilug']",[],0
,"['http://boingboing.net/#85520594', 'http://i.cnn.net/cnn/2002/US/Central/10/02/candidate.blue.skin.ap/story.blue.canidate.ap.jpg', 'http://www.ananova.com/news/story/sm_683401.html', 'http://www.quicktopic.com/16/H/vvkFvFGKi6J']",[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
64.161.22.236,"['http://www.idg.net', 'http://www.idg.net/gomail.cgi?id=940026', 'http://www.idg.net/subscribe']",[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],[],0
64.161.22.236,"['http://www.auracom.com/~teledyn', 'http://teledyn.com/']",[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
193.172.5.4,"['http://dave.cridland.net/,', 'http://davedina.apestaart.org/', 'http://urgent.rug.ac.be/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",['urgent'],0
64.161.22.236,['http://www.ibuc.com/>'],[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],[],0
64.161.22.236,[],[],0
207.69.200.60,[],[],0
,[],[],0
216.136.171.252,[],[],0
,['http://www.gerg.ca/'],[],0
193.120.211.219,"['http://www.pobox.com/~kragen/>', 'http://advogato.org/person/raph/diary.html?start=252', 'http://www.kode-fu.com/geek/2002_08_04_archive.shtml']",[],0
64.161.22.236,"['http://Golux.Com/coar/', 'http://Apache-Server.Com/']",[],0
64.161.22.236,[],[],0
,[],[],0
,['http://www.gerg.ca/'],[],0
,"['http://www.newsisfree.com/click/-5,8086489,1440/']",['click'],0
66.187.233.211,"['https://listman.redhat.com/mailman/listinfo/exmh-workers', 'https://listman.redhat.com/mailman/listinfo/exmh-workers']",[],0
64.28.67.73,"['http://use.perl.org/article.pl?sid=02/08/29/193225', 'http://use.perl.org/comments.pl?sid=02/08/29/193225', 'http://developer.apple.com/internet/macosx/perl.html', 'http://use.perl.org/my/messages/']",[],0
193.172.5.4,"['http://freshrpms.net/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
146.115.228.77,['http://spamassassin.org/released/'],[],0
64.161.22.236,['http://www.teledyn.com'],[],0
194.125.145.45,['http://www.linux.ie/mailman/listinfo/ilug'],[],0
64.161.22.236,[],[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users', 'https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
66.218.66.71,"['http://www.ee.ed.ac.uk/~sxs/', 'http://us.click.yahoo.com/pt6YBB/NXiEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
64.161.22.236,[],[],0
,"['http://www.newsisfree.com/click/-5,8536504,215/']",['click'],0
193.172.5.4,[],[],0
,"['http://www.newsisfree.com/click/-2,8443954,1440/']",['click'],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
,"['http://www.newsisfree.com/click/-1,8397801,1440/']",['click'],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
,[],[],0
64.161.22.236,['http://www.teledyn.com'],[],0
66.218.66.93,"['http://www.frogstone.net/Cafe/CafeForteana.html', 'http://www.frogstone.net', 'http://my.athenet.net/~felinda/WeirdPage.html', 'http://us.click.yahoo.com/QrPZMC/iTmEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
66.218.66.73,"['http://www.guardian.co.uk/religion/Story/0,2763,806744,00.html', 'http://us.click.yahoo.com/SrPZMC/kTmEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
193.172.5.4,['http://lists.freshrpms.net/mailman/listinfo/rpm-list'],[],0
64.161.22.236,['http://reuters.com/news_article.jhtml?type=entertainmentnews&StoryID=1543345'],[],0
64.161.22.236,['http://www.eurekalert.org/pub_releases/2002-08/lcc-sph082202.php'],['verify'],0
64.161.22.236,[],[],0
,[],[],0
,"['http://boingboing.net/#85534626', 'http://www.msnbc.com/news/816606.asp', 'http://www.quicktopic.com/boing/H/f5ZpuJU5975K', 'http://www.echonyc.com/~steven/']",[],0
,"['http://www.newsisfree.com/click/-0,8613673,159/']",['click'],0
64.161.22.236,[],[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-users'],['click'],0
,"['http://boingboing.net/#85515860', 'http://www.oreillynet.com/pub/wlg/1414', 'http://www.oreillynet.com/pub/wlg/2086']",[],0
64.161.22.236,[],[],0
66.187.233.211,"['http://www.pobox.com/~secabeen', 'https://listman.redhat.com/mailman/listinfo/exmh-workers']",[],0
66.218.66.106,"['http://spaceflightnow.com/news/n0210/07quaoar/', 'http://spaceflightnow.com/news/n0210/08galaxies/', 'http://us.click.yahoo.com/SrPZMC/kTmEAA/MVfIAA/7gSolB/TM', 'http://docs.yahoo.com/info/terms/']",['click'],0
66.187.233.211,"['https://listman.redhat.com/mailman/listinfo/exmh-users', 'https://listman.redhat.com/mailman/listinfo/exmh-users']",[],0
64.28.67.73,"['http://use.perl.org/article.pl?sid=02/09/23/125230', 'http://use.perl.org/article.pl?sid=02/09/23/2041201', 'http://use.perl.org/my/messages/']",[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
64.161.22.236,[],[],0
216.136.171.252,"['http://www.jabber.com/osdn/xim', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
,['http://www.mozillazine.org/weblogs/hyatt/#85399441'],[],0
216.136.171.252,"['http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
64.161.22.236,"['http://www.auracom.com/~teledyn', 'http://teledyn.com/']",[],0
216.136.171.252,"['http://www.jabber.com/osdn/xim', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-devel']",[],0
64.161.22.236,['http://xent.com/mailman/listinfo/fork'],[],0
66.187.233.211,['https://listman.redhat.com/mailman/listinfo/exmh-workers'],[],0
64.161.22.236,"['http://www.snopes.com/quotes/bush.htm', 'http://xent.com/mailman/listinfo/fork']",[],0
193.172.5.4,"['http://ftp.freshrpms.net/pub/freshrpms/testing/gkrellm/', 'http://www.CounterMoon.com', 'http://www.guardian.co.uk/Archive/Article/0,4273,4477138,00.html', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
64.161.22.236,"['http://reason.com/brickbats/bb-april.shtml', 'http://www.cnsnews.com/']",[],0
,"['http://boingboing.net/#85505995', 'http://www.weblogsky.com/2002_09_01_blarchive.html#85500802', 'http://wmf.editthispage.com/2002/09/27', 'http://www.quicktopic.com/boing/H/4rEePy7RSm38x']",[],0
,"['http://boingboing.net/#85512062', 'http://blogcritics.org/archives/2002/09/30/123242.php#20020930123242', 'http://www.quicktopic.com/16/H/VL2YSRjKGRqHc']",[],0
,"['http://www.newsisfree.com/click/-4,8288879,1717/', 'http://www.newsisfree.com/Images/fark/aicn.gif']",['click'],0
216.136.171.252,"['http://vipul.net/', 'http://thinkgeek.com/sf', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/razor-users']",[],0
193.172.5.4,"['http://ftp.freshrpms.net/pub/freshrpms/testing/alsa/', 'http://freshrpms.net/builds/alsa-driver/alsa-driver.spec', 'http://freshrpms.net/', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list', 'http://lists.freshrpms.net/mailman/listinfo/rpm-list']",[],0
64.161.22.236,['http://www.democracy.org.hk/EN/2002/aug/news_04.html'],[],0
64.161.22.236,"['http://www.auracom.com/~teledyn', 'http://teledyn.com/']",[],0
216.136.171.252,"['https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390', 'https://lists.sourceforge.net/lists/listinfo/spamassassin-talk']",[],0
,"['http://www.newsisfree.com/click/-2,8423196,1717/', 'http://www.newsisfree.com/Images/fark/ncbuy.gif']",['click'],0
